Date,Open,High,Low,Close,Adj Close,Volume
2011-02-02,1248.449951,1248.449951,1211.000000,1217.050049,1126.458618,446214
2011-02-03,1210.000000,1229.900024,1205.300049,1218.199951,1127.522949,355406
2011-02-04,1230.000000,1236.400024,1176.000000,1182.949951,1094.896729,309323
2011-02-07,1201.000000,1201.000000,1180.000000,1189.750000,1101.190674,155137
2011-02-08,1194.000000,1194.000000,1170.099976,1176.800049,1089.204712,214476
2011-02-09,1174.000000,1189.000000,1145.000000,1154.000000,1068.101563,178835
2011-02-10,1157.500000,1174.849976,1148.099976,1160.000000,1073.655029,268346
2011-02-11,1145.000000,1186.800049,1145.000000,1181.349976,1093.415894,306097
2011-02-14,1200.000000,1228.000000,1193.000000,1224.099976,1132.983765,258845
2011-02-15,1225.000000,1242.000000,1212.000000,1236.699951,1144.645752,215206
2011-02-16,1240.000000,1240.000000,1221.000000,1227.949951,1136.547119,94606
2011-02-17,1218.900024,1239.949951,1215.000000,1228.050049,1136.639893,128256
2011-02-18,1227.000000,1256.000000,1225.000000,1228.699951,1137.241455,355711
2011-02-21,1229.000000,1230.000000,1181.000000,1207.349976,1117.480835,203836
2011-02-22,1205.000000,1205.000000,1170.099976,1181.099976,1093.184570,189502
2011-02-23,1178.000000,1202.599976,1178.000000,1192.500000,1103.735962,339470
2011-02-24,1178.000000,1199.000000,1154.699951,1174.550049,1087.122192,656061
2011-02-25,1183.000000,1183.000000,1144.599976,1168.650024,1081.661133,347521
2011-02-28,1171.000000,1228.000000,1158.500000,1208.199951,1118.267456,376909
2011-03-01,1209.099976,1312.699951,1206.000000,1290.750000,1194.672607,759153
2011-03-03,1281.150024,1334.000000,1271.050049,1322.250000,1223.827881,461594
2011-03-04,1325.000000,1341.599976,1294.900024,1312.050049,1214.387207,455165
2011-03-07,1281.000000,1290.000000,1249.150024,1260.849976,1166.998291,252355
2011-03-08,1267.800049,1274.900024,1245.500000,1256.150024,1162.647949,406646
2011-03-09,1262.000000,1283.000000,1260.099976,1266.000000,1171.764893,181247
2011-03-10,1264.750000,1285.000000,1255.349976,1271.400024,1176.763062,220927
2011-03-11,1256.500000,1278.500000,1240.000000,1250.849976,1157.742676,252688
2011-03-14,1242.250000,1266.000000,1218.050049,1257.000000,1163.434937,555011
2011-03-15,1220.000000,1229.900024,1200.000000,1214.150024,1123.774536,447418
2011-03-16,1219.800049,1228.900024,1214.099976,1219.250000,1128.494873,233465
2011-03-17,1205.199951,1213.900024,1155.050049,1165.099976,1078.375610,1136194
2011-03-18,1183.699951,1201.000000,1147.099976,1156.199951,1070.137573,1087299
2011-03-21,1161.199951,1166.000000,1122.000000,1128.199951,1044.221924,524674
2011-03-22,1136.050049,1179.000000,1133.050049,1171.949951,1084.715576,879108
2011-03-23,1170.000000,1181.000000,1157.099976,1175.949951,1088.417847,458496
2011-03-24,1170.000000,1184.000000,1157.800049,1167.150024,1080.272827,569659
2011-03-25,1173.000000,1185.000000,1161.500000,1182.300049,1094.295288,504995
2011-03-28,1189.800049,1210.349976,1180.000000,1201.699951,1112.251099,604130
2011-03-29,1210.000000,1249.900024,1206.000000,1237.949951,1145.802734,593159
2011-03-30,1246.000000,1295.800049,1238.849976,1269.000000,1174.541748,934495
2011-03-31,1269.000000,1286.000000,1251.000000,1262.150024,1168.201538,851042
2011-04-01,1251.650024,1292.400024,1251.650024,1271.099976,1176.485229,373301
2011-04-04,1286.000000,1304.900024,1258.599976,1300.349976,1203.558228,406624
2011-04-05,1300.349976,1322.000000,1282.800049,1310.849976,1213.276489,327406
2011-04-06,1327.000000,1328.099976,1288.050049,1297.500000,1200.920288,477877
2011-04-07,1279.550049,1285.000000,1268.000000,1278.250000,1183.103149,378375
2011-04-08,1275.000000,1284.500000,1250.000000,1253.849976,1160.519409,274026
2011-04-11,1250.000000,1254.099976,1231.000000,1237.599976,1145.479126,161328
2011-04-13,1214.000000,1282.150024,1214.000000,1278.150024,1183.010498,486624
2011-04-15,1270.500000,1284.000000,1255.000000,1257.199951,1163.619995,199832
2011-04-18,1256.000000,1282.000000,1250.500000,1262.349976,1168.386597,472622
2011-04-19,1250.000000,1267.250000,1240.000000,1254.699951,1161.305908,342396
2011-04-20,1258.000000,1270.099976,1250.099976,1265.000000,1170.839478,370509
2011-04-21,1274.900024,1314.000000,1267.000000,1307.000000,1209.713257,687122
2011-04-25,1310.000000,1335.000000,1286.300049,1326.449951,1227.715210,1325337
2011-04-26,1324.900024,1324.900024,1297.250000,1302.599976,1205.640625,543624
2011-04-27,1308.900024,1329.900024,1305.199951,1316.800049,1218.783813,307291
2011-04-28,1321.199951,1325.300049,1297.000000,1301.250000,1204.390991,255730
2011-04-29,1295.250000,1328.650024,1288.650024,1317.650024,1219.570435,336437
2011-05-02,1320.000000,1334.000000,1286.099976,1291.599976,1195.459351,541711
2011-05-03,1290.000000,1290.000000,1241.250000,1273.800049,1178.984375,660811
2011-05-04,1268.500000,1269.000000,1241.000000,1244.599976,1151.957886,421192
2011-05-05,1244.000000,1274.300049,1235.300049,1253.849976,1160.519409,370008
2011-05-06,1254.000000,1287.000000,1242.400024,1273.500000,1178.706665,481365
2011-05-09,1276.500000,1279.900024,1240.000000,1245.500000,1152.790771,154135
2011-05-10,1245.000000,1254.500000,1234.000000,1241.800049,1149.366333,186668
2011-05-11,1236.400024,1245.800049,1214.150024,1222.849976,1131.826904,347243
2011-05-12,1220.000000,1238.000000,1215.000000,1219.199951,1128.448486,189669
2011-05-13,1219.199951,1237.000000,1215.000000,1222.449951,1131.456543,146615
2011-05-16,1215.000000,1238.349976,1203.300049,1230.500000,1138.907471,221705
2011-05-17,1230.500000,1230.500000,1205.000000,1210.000000,1119.933472,124996
2011-05-18,1209.000000,1232.900024,1190.000000,1216.599976,1126.042114,343937
2011-05-19,1210.000000,1223.199951,1206.000000,1211.750000,1121.553223,106571
2011-05-20,1212.300049,1240.800049,1210.000000,1223.199951,1132.150757,82338
2011-05-23,1207.000000,1220.000000,1200.000000,1203.750000,1114.148682,83639
2011-05-24,1206.000000,1225.949951,1195.650024,1204.500000,1114.842896,139391
2011-05-25,1201.000000,1208.849976,1192.250000,1200.750000,1111.371826,134930
2011-05-26,1195.349976,1234.599976,1195.349976,1215.300049,1124.838989,261038
2011-05-27,1210.000000,1227.000000,1201.000000,1221.699951,1130.762451,215160
2011-05-30,1224.949951,1226.000000,1207.000000,1210.449951,1120.349854,122594
2011-05-31,1220.000000,1237.000000,1213.000000,1230.150024,1138.583496,419395
2011-06-01,1220.000000,1255.000000,1220.000000,1250.099976,1157.048584,444037
2011-06-02,1231.000000,1245.849976,1220.000000,1225.400024,1134.187134,230627
2011-06-03,1230.000000,1244.900024,1218.550049,1233.900024,1142.054321,219802
2011-06-06,1228.000000,1238.900024,1210.000000,1232.000000,1140.295776,186588
2011-06-07,1210.949951,1245.000000,1210.949951,1240.000000,1147.700317,278512
2011-06-08,1225.000000,1236.050049,1218.000000,1223.900024,1132.798706,187917
2011-06-09,1215.000000,1222.699951,1210.000000,1215.050049,1124.607544,168516
2011-06-10,1205.150024,1241.000000,1191.050049,1226.650024,1135.344116,577994
2011-06-13,1220.000000,1236.400024,1208.150024,1224.949951,1133.770630,408847
2011-06-14,1215.000000,1228.900024,1208.199951,1222.449951,1131.456543,290861
2011-06-15,1214.199951,1223.900024,1205.099976,1210.000000,1119.933472,175755
2011-06-16,1196.000000,1200.000000,1183.900024,1193.150024,1104.337402,354302
2011-06-17,1224.000000,1232.000000,1161.300049,1165.000000,1078.283081,1075331
2011-06-20,1177.000000,1177.000000,1130.050049,1160.750000,1074.349365,523585
2011-06-21,1164.949951,1170.000000,1136.000000,1144.800049,1059.586670,261594
2011-06-22,1145.150024,1149.900024,1117.099976,1122.750000,1039.177979,359730
2011-06-23,1117.000000,1118.000000,1092.000000,1099.300049,1017.473206,556227
2011-06-24,1104.000000,1125.000000,1085.800049,1119.599976,1036.262329,836966
2011-06-27,1109.900024,1159.199951,1106.000000,1152.750000,1066.944702,434614
2011-06-28,1174.699951,1174.699951,1142.250000,1157.849976,1071.665283,267340
2011-06-29,1157.000000,1183.000000,1155.250000,1176.949951,1089.343384,235700
2011-06-30,1185.000000,1186.750000,1154.050049,1159.900024,1073.562500,416028
2011-07-01,1154.000000,1155.000000,1130.000000,1143.150024,1058.059204,447038
2011-07-04,1144.000000,1163.949951,1131.349976,1157.800049,1071.618774,278505
2011-07-05,1155.099976,1170.849976,1153.500000,1166.349976,1079.532593,183263
2011-07-06,1155.199951,1174.849976,1155.199951,1168.900024,1081.892700,179419
2011-07-07,1163.000000,1189.000000,1158.800049,1182.699951,1094.665405,229229
2011-07-08,1184.800049,1202.000000,1177.050049,1184.250000,1096.099976,341435
2011-07-11,1175.199951,1178.000000,1155.000000,1164.150024,1077.496338,162944
2011-07-12,1151.500000,1152.000000,1140.250000,1147.449951,1062.039185,174207
2011-07-13,1154.000000,1167.900024,1154.000000,1164.800049,1078.097900,151856
2011-07-14,1151.300049,1188.400024,1151.300049,1174.199951,1086.798096,368747
2011-07-15,1170.050049,1184.699951,1161.599976,1177.550049,1089.898560,171029
2011-07-18,1170.000000,1188.949951,1165.000000,1174.750000,1087.307251,151327
2011-07-19,1169.500000,1174.900024,1158.449951,1163.000000,1076.431763,245365
2011-07-20,1168.699951,1176.900024,1159.099976,1162.699951,1076.154053,255318
2011-07-21,1155.050049,1170.000000,1147.599976,1156.150024,1070.091797,172146
2011-07-22,1159.000000,1168.000000,1155.000000,1161.599976,1075.136108,376871
2011-07-25,1156.699951,1185.000000,1153.599976,1181.250000,1093.323364,203872
2011-07-26,1176.000000,1201.699951,1154.750000,1176.949951,1089.343384,1430916
2011-07-27,1182.900024,1216.400024,1172.199951,1209.250000,1119.239136,503547
2011-07-28,1197.000000,1225.000000,1178.550049,1185.900024,1097.627319,653432
2011-07-29,1189.000000,1219.800049,1189.000000,1206.650024,1116.832764,333021
2011-08-01,1210.099976,1228.900024,1191.449951,1209.599976,1119.562988,381542
2011-08-02,1193.050049,1215.800049,1193.050049,1212.199951,1121.969482,271852
2011-08-03,1195.500000,1221.650024,1195.500000,1212.300049,1122.062134,428422
2011-08-04,1198.050049,1216.000000,1193.349976,1200.300049,1110.955444,476072
2011-08-05,1170.000000,1200.000000,1168.800049,1192.000000,1103.273315,363463
2011-08-08,1178.449951,1207.550049,1163.099976,1191.750000,1103.041992,356035
2011-08-09,1170.050049,1216.900024,1170.000000,1211.949951,1121.738037,386251
2011-08-10,1225.000000,1283.400024,1215.599976,1277.599976,1182.501709,819358
2011-08-11,1270.550049,1282.000000,1239.250000,1247.650024,1154.780884,399042
2011-08-12,1249.400024,1269.000000,1238.000000,1246.349976,1153.577393,442137
2011-08-16,1246.199951,1255.599976,1220.099976,1225.099976,1133.909180,340364
2011-08-17,1220.000000,1230.800049,1179.000000,1186.000000,1097.719849,385046
2011-08-18,1197.000000,1203.000000,1152.650024,1159.400024,1073.099731,286994
2011-08-19,1137.000000,1166.449951,1134.099976,1159.050049,1072.775879,271953
2011-08-22,1165.500000,1174.599976,1149.099976,1169.400024,1082.355347,209465
2011-08-23,1171.099976,1174.500000,1152.400024,1158.199951,1071.989014,201777
2011-08-24,1145.000000,1156.800049,1097.349976,1114.500000,1038.265137,650647
2011-08-25,1124.000000,1130.199951,1103.400024,1110.800049,1034.818359,517715
2011-08-26,1117.050049,1129.000000,1047.750000,1083.400024,1009.292542,341740
2011-08-29,1080.000000,1107.000000,1056.000000,1079.400024,1005.566162,688962
2011-08-30,1070.099976,1098.949951,1063.599976,1091.550049,1016.885010,836549
2011-09-02,1072.050049,1089.000000,1067.050049,1078.949951,1005.146851,425137
2011-09-05,1073.500000,1098.150024,1064.250000,1085.500000,1011.249023,359484
2011-09-06,1088.900024,1118.699951,1088.900024,1102.949951,1027.505371,643403
2011-09-07,1103.449951,1139.900024,1093.300049,1126.400024,1049.351196,720712
2011-09-08,1137.900024,1142.000000,1122.400024,1131.900024,1054.475220,469276
2011-09-09,1136.000000,1149.000000,1098.900024,1103.400024,1027.924561,355468
2011-09-12,1098.000000,1098.000000,1056.000000,1068.250000,995.178772,261197
2011-09-13,1070.550049,1096.000000,1061.650024,1074.900024,1001.373901,422726
2011-09-14,1078.000000,1104.000000,1041.349976,1094.599976,1019.726440,353955
2011-09-15,1085.199951,1095.849976,1060.000000,1082.250000,1008.221313,781399
2011-09-16,1071.099976,1117.650024,1065.000000,1109.449951,1033.560547,1247652
2011-09-19,1105.000000,1148.599976,1096.050049,1140.750000,1062.719727,1402251
2011-09-20,1139.849976,1161.900024,1116.500000,1154.949951,1075.948242,1153749
2011-09-21,1143.050049,1148.449951,1116.449951,1122.699951,1045.904297,448621
2011-09-22,1110.000000,1114.800049,1080.000000,1087.099976,1012.739624,569850
2011-09-23,1070.000000,1106.150024,1048.599976,1090.900024,1016.279663,659223
2011-09-26,1104.000000,1108.800049,1065.000000,1076.800049,1003.144104,413800
2011-09-27,1082.900024,1110.900024,1082.900024,1106.150024,1030.486450,290896
2011-09-28,1110.000000,1110.650024,1067.000000,1078.250000,1004.494812,282421
2011-09-29,1067.349976,1116.900024,1057.000000,1105.099976,1029.508179,662381
2011-09-30,1100.000000,1107.900024,1076.099976,1083.000000,1008.919800,216286
2011-10-03,1083.900024,1100.000000,1073.300049,1077.750000,1004.029053,421513
2011-10-04,1082.000000,1116.000000,1081.949951,1107.849976,1032.070313,1755670
2011-10-05,1117.000000,1129.000000,1077.000000,1085.550049,1011.295654,710373
2011-10-07,1115.000000,1125.000000,1096.800049,1113.199951,1037.054077,449114
2011-10-10,1080.099976,1091.849976,1065.000000,1070.949951,997.694031,709266
2011-10-11,1065.000000,1087.300049,1063.199951,1073.199951,999.790100,704061
2011-10-12,1067.849976,1090.000000,1065.650024,1085.849976,1011.574890,337688
2011-10-13,1075.050049,1083.750000,1050.000000,1058.250000,985.862854,816403
2011-10-14,1050.000000,1051.000000,1021.599976,1027.250000,956.983398,879193
2011-10-17,1030.550049,1065.900024,1010.000000,1051.599976,979.667603,1683826
2011-10-18,1047.000000,1064.900024,1039.300049,1052.300049,980.320007,597663
2011-10-19,1065.000000,1074.000000,1052.300049,1065.800049,992.896484,585164
2011-10-20,1063.800049,1079.900024,1050.000000,1077.449951,1003.749512,522623
2011-10-21,1110.000000,1117.500000,1088.000000,1094.550049,1019.679871,1422468
2011-10-24,1112.000000,1124.550049,1106.300049,1112.400024,1036.308960,550386
2011-10-25,1122.000000,1160.000000,1117.199951,1151.250000,1072.501343,946337
2011-10-28,1167.000000,1185.000000,1111.150024,1126.000000,1048.978638,1538204
2011-10-31,1072.000000,1133.099976,1060.000000,1125.300049,1048.326660,2206582
2011-11-01,1122.000000,1140.000000,1112.650024,1133.500000,1055.965576,860761
2011-11-02,1116.000000,1136.000000,1116.000000,1124.000000,1047.115601,359122
2011-11-03,1120.000000,1134.000000,1120.000000,1129.500000,1052.239258,360567
2011-11-04,1135.000000,1152.800049,1117.400024,1122.250000,1045.485229,738188
2011-11-08,1130.000000,1133.949951,1118.000000,1124.150024,1047.255127,228195
2011-11-09,1129.000000,1129.000000,1071.550049,1076.500000,1002.864685,667891
2011-11-11,1084.000000,1091.800049,1037.000000,1059.750000,987.260376,739345
2011-11-14,1068.349976,1072.800049,1021.099976,1027.000000,956.750488,464462
2011-11-15,1031.250000,1041.900024,991.000000,1003.500000,934.857971,598891
2011-11-16,1009.000000,1009.000000,981.500000,991.400024,923.585693,606285
2011-11-17,988.000000,998.950012,941.000000,947.150024,882.362427,1312556
2011-11-18,945.000000,949.000000,907.049988,940.599976,876.260437,1641351
2011-11-21,939.000000,967.299988,931.000000,943.049988,878.542969,1261673
2011-11-22,953.000000,965.000000,943.650024,959.549988,893.914307,844169
2011-11-23,954.650024,971.500000,944.099976,953.599976,888.371155,574204
2011-11-24,953.700012,999.000000,951.700012,988.950012,921.303284,656104
2011-11-25,992.000000,992.099976,945.950012,949.950012,884.970886,916133
2011-11-28,966.950012,987.099976,958.000000,965.400024,899.364075,927553
2011-11-29,965.900024,980.799988,952.500000,958.900024,893.308777,423512
2011-11-30,956.950012,976.150024,952.099976,972.150024,905.652466,473470
2011-12-01,992.000000,1008.000000,958.000000,962.250000,896.429565,1036648
2011-12-02,963.500000,997.000000,963.000000,992.349976,924.470642,846065
2011-12-05,982.049988,1005.000000,980.049988,999.549988,931.178101,520465
2011-12-07,999.549988,1014.900024,991.000000,998.700012,930.386353,533511
2011-12-08,1003.000000,1004.849976,965.849976,975.900024,909.145935,537059
2011-12-09,963.500000,994.500000,956.349976,985.799988,918.368652,634649
2011-12-12,985.799988,990.049988,951.000000,958.200012,892.656555,546170
2011-12-13,952.099976,969.400024,950.000000,956.500000,891.072937,519127
2011-12-14,950.000000,963.549988,937.000000,947.650024,882.828247,616851
2011-12-15,940.000000,940.000000,911.450012,931.700012,867.969238,539248
2011-12-16,931.700012,949.900024,908.700012,931.549988,867.829468,848872
2011-12-19,925.000000,931.200012,900.000000,916.650024,853.948792,620878
2011-12-20,924.000000,926.900024,908.700012,916.150024,853.482910,366360
2011-12-21,926.099976,969.000000,926.099976,961.900024,896.103638,702708
2011-12-22,941.000000,978.950012,941.000000,965.849976,899.783325,648188
2011-12-23,975.000000,988.500000,968.250000,975.500000,908.773193,372589
